Electoral District Number / No de circonscription	Electoral District Name	Nom de la circonscription	Political Affiliation	Appartenance politique	Candidate's Family Name / Nom de famille du candidat	Candidate's First Name / Prénom du candidat	 Candidate's Initial(s) / Initiale(s) du candidat	 Candidate's Campaign Office Telephone Number / Numéro de téléphone du bureau de campagne du candidat	Date of Receipt of Notification of Confirmation / Date de réception de l'avis de confirmation	Time of Receipt of Notification of Confirmation / Heure de réception de l'avis de confirmation
24007	Beauport--Limoilou	Beauport--Limoilou	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Genest	Anne-Marie		(418) 922-7015	08-Apr-2011	03:50:00
24007	Beauport--Limoilou	Beauport--Limoilou	Bloc Québécois	Bloc Québécois	Létourneau	Michel		(418) 614-3619	04-Apr-2011	11:40:00
24007	Beauport--Limoilou	Beauport--Limoilou	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Moreau	Claude		(514) 522-1373	10-Apr-2011	03:35:00
24008	Berthier--Maskinongé	Berthier--Maskinongé	Bloc Québécois	Bloc Québécois	André	Guy		(819) 601-2599	31-Mar-2011	05:00:00
24008	Berthier--Maskinongé	Berthier--Maskinongé	New Democratic Party	Nouveau Parti démocratique	Brosseau	Ruth Ellen		(819) 743-1045	08-Apr-2011	05:50:00
24008	Berthier--Maskinongé	Berthier--Maskinongé	Liberal Party of Canada	Parti libéral du Canada	Gaudet	Francine		(819) 374-0912	01-Apr-2011	10:26:00
24008	Berthier--Maskinongé	Berthier--Maskinongé	Conservative Party of Canada	Parti conservateur du Canada	Godue	Marie-Claude		(819) 721-3141	05-Apr-2011	11:00:00
24008	Berthier--Maskinongé	Berthier--Maskinongé	Rhinoceros Party	Parti Rhinocéros	Jubinville	Martin			09-Apr-2011	01:00:00
24008	Berthier--Maskinongé	Berthier--Maskinongé	Green Party of Canada	Le Parti Vert du Canada	Matteau	Léonie		(819) 701-0188	11-Apr-2011	10:10:00
24009	Bourassa	Bourassa	Conservative Party of Canada	Parti conservateur du Canada	Azoulay	David			10-Apr-2011	12:30:00
24009	Bourassa	Bourassa	Green Party of Canada	Le Parti Vert du Canada	Centazzo	Tiziana		(514) 967-8838	10-Apr-2011	03:30:00
24009	Bourassa	Bourassa	Liberal Party of Canada	Parti libéral du Canada	Coderre	Denis		(514) 327-3006	04-Apr-2011	08:50:00
24009	Bourassa	Bourassa	New Democratic Party	Nouveau Parti démocratique	Demers	Julie		(514) 544-8627	07-Apr-2011	09:25:00
24009	Bourassa	Bourassa	Bloc Québécois	Bloc Québécois	Mailhot	Daniel			30-Mar-2011	09:50:00
24009	Bourassa	Bourassa	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Royer	Geneviève		(514) 522-1373	08-Apr-2011	01:45:00
24010	Brome--Missisquoi	Brome--Missisquoi	Bloc Québécois	Bloc Québécois	Bogosta	Christelle		(450) 775-9474	31-Mar-2011	04:55:00
24010	Brome--Missisquoi	Brome--Missisquoi	New Democratic Party	Nouveau Parti démocratique	Jacob	Pierre		(450) 243-1293	01-Apr-2011	04:55:00
24010	Brome--Missisquoi	Brome--Missisquoi	Green Party of Canada	Le Parti Vert du Canada	Lambert	Benoit		(450) 266-7595	08-Apr-2011	03:55:00
24010	Brome--Missisquoi	Brome--Missisquoi	Conservative Party of Canada	Parti conservateur du Canada	LeBlanc-Bauerle	Nolan		(450) 955-3600	31-Mar-2011	05:00:00
24010	Brome--Missisquoi	Brome--Missisquoi	Liberal Party of Canada	Parti libéral du Canada	Paradis	Denis			31-Mar-2011	12:34:00
24011	Brossard--La Prairie	Brossard--La Prairie	Conservative Party of Canada	Parti conservateur du Canada	Brossard	Maurice			05-Apr-2011	11:00:00
24011	Brossard--La Prairie	Brossard--La Prairie	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Chouinard	Normand		(514) 522-1373	07-Apr-2011	07:02:00
24011	Brossard--La Prairie	Brossard--La Prairie	Bloc Québécois	Bloc Québécois	Lussier	Marcel			31-Mar-2011	07:07:00
24011	Brossard--La Prairie	Brossard--La Prairie	New Democratic Party	Nouveau Parti démocratique	Mai	Hoang		(450) 501-2313	07-Apr-2011	02:13:00
24011	Brossard--La Prairie	Brossard--La Prairie	Liberal Party of Canada	Parti libéral du Canada	Mendès	Alexandra		(450) 812-8134	01-Apr-2011	10:30:00
24011	Brossard--La Prairie	Brossard--La Prairie	Green Party of Canada	Le Parti Vert du Canada	Murphy	Kevin			07-Apr-2011	03:54:00
24012	Chambly--Borduas	Chambly--Borduas	Liberal Party of Canada	Parti libéral du Canada	DeLorme	Bernard		(450) 464-3452	07-Apr-2011	03:10:00
24012	Chambly--Borduas	Chambly--Borduas	New Democratic Party	Nouveau Parti démocratique	Dubé	Matthew		(514) 590-0036	05-Apr-2011	11:10:00
24012	Chambly--Borduas	Chambly--Borduas	Conservative Party of Canada	Parti conservateur du Canada	Ferland Drolet	Nathalie		(450) 279-6052	04-Apr-2011	08:30:00
24012	Chambly--Borduas	Chambly--Borduas	Green Party of Canada	Le Parti Vert du Canada	Lescarbeau	Nicholas		(514) 949-5739	08-Apr-2011	12:35:00
24012	Chambly--Borduas	Chambly--Borduas	Bloc Québécois	Bloc Québécois	Lessard	Yves		(514) 373-3159	31-Mar-2011	07:20:00
24012	Chambly--Borduas	Chambly--Borduas	Independent	Indépendant	Mercier	Jean-François		(514) 823-3829	08-Apr-2011	04:10:00
24013	Charlesbourg--Haute-Saint-Charles	Charlesbourg--Haute-Saint-Charles	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Cormier	Simon		(418) 922-7015	11-Apr-2011	08:45:00
24013	Charlesbourg--Haute-Saint-Charles	Charlesbourg--Haute-Saint-Charles	New Democratic Party	Nouveau Parti démocratique	Day	Anne-Marie		(418) 529-3908	08-Apr-2011	01:15:00
24013	Charlesbourg--Haute-Saint-Charles	Charlesbourg--Haute-Saint-Charles	Liberal Party of Canada	Parti libéral du Canada	Gaudreault	Martine			31-Mar-2011	07:30:00
24013	Charlesbourg--Haute-Saint-Charles	Charlesbourg--Haute-Saint-Charles	Bloc Québécois	Bloc Québécois	Grenier	Félix			31-Mar-2011	07:30:00
24013	Charlesbourg--Haute-Saint-Charles	Charlesbourg--Haute-Saint-Charles	Conservative Party of Canada	Parti conservateur du Canada	Petit	Daniel		(418) 624-0174	05-Apr-2011	02:40:00
24013	Charlesbourg--Haute-Saint-Charles	Charlesbourg--Haute-Saint-Charles	Green Party of Canada	Le Parti Vert du Canada	Verret	Simon		(613) 562-4916	09-Apr-2011	01:15:00
24014	Montmorency--Charlevoix--Haute-Côte-Nord	Montmorency--Charlevoix--Haute-Côte-Nord	Green Party of Canada	Le Parti Vert du Canada	Bédard	François		(418) 266-7835	10-Apr-2011	03:50:00
24014	Montmorency--Charlevoix--Haute-Côte-Nord	Montmorency--Charlevoix--Haute-Côte-Nord	Conservative Party of Canada	Parti conservateur du Canada	Castonguay	Michel-Eric		(418) 827-5038	08-Apr-2011	09:15:00
24014	Montmorency--Charlevoix--Haute-Côte-Nord	Montmorency--Charlevoix--Haute-Côte-Nord	Liberal Party of Canada	Parti libéral du Canada	Gauthier	Robert			07-Apr-2011	01:30:00
24014	Montmorency--Charlevoix--Haute-Côte-Nord	Montmorency--Charlevoix--Haute-Côte-Nord	Bloc Québécois	Bloc Québécois	Guimond	Michel			02-Apr-2011	01:00:00
24014	Montmorency--Charlevoix--Haute-Côte-Nord	Montmorency--Charlevoix--Haute-Côte-Nord	New Democratic Party	Nouveau Parti démocratique	Tremblay	Jonathan		(581) 996-2475	08-Apr-2011	04:37:00
24015	Châteauguay--Saint-Constant	Châteauguay--Saint-Constant	New Democratic Party	Nouveau Parti démocratique	Chicoine	Sylvain		(514) 692-8303	08-Apr-2011	01:15:00
24015	Châteauguay--Saint-Constant	Châteauguay--Saint-Constant	Bloc Québécois	Bloc Québécois	Freeman	Carole			01-Apr-2011	01:16:00
24015	Châteauguay--Saint-Constant	Châteauguay--Saint-Constant	Green Party of Canada	Le Parti Vert du Canada	Kwan	Clara			09-Apr-2011	11:30:00
24015	Châteauguay--Saint-Constant	Châteauguay--Saint-Constant	Liberal Party of Canada	Parti libéral du Canada	Schwey	Linda		(514) 796-9211	30-Mar-2011	04:00:00
24015	Châteauguay--Saint-Constant	Châteauguay--Saint-Constant	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Sullivan	Linda		(514) 522-1373	09-Apr-2011	02:00:00
24015	Châteauguay--Saint-Constant	Châteauguay--Saint-Constant	Conservative Party of Canada	Parti conservateur du Canada	Turcôt	André		(450) 454-4593	09-Apr-2011	03:30:00
24016	Chicoutimi--Le Fjord	Chicoutimi--Le Fjord	Green Party of Canada	Le Parti Vert du Canada	Bolduc-Tremblay	Charles-Olivier			02-Apr-2011	03:30:00
24016	Chicoutimi--Le Fjord	Chicoutimi--Le Fjord	Bloc Québécois	Bloc Québécois	Bouchard	Robert			30-Mar-2011	02:00:00
24016	Chicoutimi--Le Fjord	Chicoutimi--Le Fjord	Rhinoceros Party	Parti Rhinocéros	Couture	Marielle		(418) 545-9611	09-Apr-2011	10:45:00
24016	Chicoutimi--Le Fjord	Chicoutimi--Le Fjord	New Democratic Party	Nouveau Parti démocratique	Morin	Dany			06-Apr-2011	09:30:00
24016	Chicoutimi--Le Fjord	Chicoutimi--Le Fjord	Conservative Party of Canada	Parti conservateur du Canada	Néron	Carol		(418) 543-9215	07-Apr-2011	09:15:00
24016	Chicoutimi--Le Fjord	Chicoutimi--Le Fjord	Liberal Party of Canada	Parti libéral du Canada	Pettersen	Marc			04-Apr-2011	02:10:00
24017	Compton--Stanstead	Compton--Stanstead	Bloc Québécois	Bloc Québécois	Bonsant	France			31-Mar-2011	10:33:00
24017	Compton--Stanstead	Compton--Stanstead	Green Party of Canada	Le Parti Vert du Canada	Caldwell	Gary			07-Apr-2011	02:03:00
24017	Compton--Stanstead	Compton--Stanstead	Conservative Party of Canada	Parti conservateur du Canada	Gressard Bélanger	Sandrine			05-Apr-2011	09:00:00
24017	Compton--Stanstead	Compton--Stanstead	Liberal Party of Canada	Parti libéral du Canada	Hogg	William		(819) 345-0596	09-Apr-2011	09:23:00
24017	Compton--Stanstead	Compton--Stanstead	New Democratic Party	Nouveau Parti démocratique	Rousseau	Jean		(819) 239-0743	09-Apr-2011	11:24:00
24018	Drummond	Drummond	Conservative Party of Canada	Parti conservateur du Canada	Bernier	Normand W.			02-Apr-2011	12:10:00
24018	Drummond	Drummond	New Democratic Party	Nouveau Parti démocratique	Choquette	François			07-Apr-2011	06:00:00
24018	Drummond	Drummond	Liberal Party of Canada	Parti libéral du Canada	Côté	Pierre		(819) 472-0918	01-Apr-2011	05:00:00
24018	Drummond	Drummond	Green Party of Canada	Le Parti Vert du Canada	Fortin	Robin		(819) 398-6229	04-Apr-2011	07:00:00
24018	Drummond	Drummond	Bloc Québécois	Bloc Québécois	Pomerleau	Roger			01-Apr-2011	10:26:00
24019	Gaspésie--Îles-de-la-Madeleine	Gaspésie--Îles-de-la-Madeleine	Conservative Party of Canada	Parti conservateur du Canada	Bastien	Régent			04-Apr-2011	05:10:00
24019	Gaspésie--Îles-de-la-Madeleine	Gaspésie--Îles-de-la-Madeleine	Bloc Québécois	Bloc Québécois	Côté	Daniel			02-Apr-2011	10:25:00
24019	Gaspésie--Îles-de-la-Madeleine	Gaspésie--Îles-de-la-Madeleine	Liberal Party of Canada	Parti libéral du Canada	Duguay	Jules			02-Apr-2011	09:30:00
24019	Gaspésie--Îles-de-la-Madeleine	Gaspésie--Îles-de-la-Madeleine	Green Party of Canada	Le Parti Vert du Canada	Leblanc	Julien		(418) 364-7025	06-Apr-2011	05:50:00
24019	Gaspésie--Îles-de-la-Madeleine	Gaspésie--Îles-de-la-Madeleine	New Democratic Party	Nouveau Parti démocratique	Toone	Philip		1 800 843-8598	03-Apr-2011	02:45:00
24020	Gatineau	Gatineau	New Democratic Party	Nouveau Parti démocratique	Boivin	Françoise		(819) 243-3460	07-Apr-2011	05:25:00
24020	Gatineau	Gatineau	Conservative Party of Canada	Parti conservateur du Canada	Gearey	Jennifer		(819) 661-9916	06-Apr-2011	03:20:00
24020	Gatineau	Gatineau	Liberal Party of Canada	Parti libéral du Canada	MacKinnon	Steve		(819) 351-1972	03-Apr-2011	12:10:00
24020	Gatineau	Gatineau	Green Party of Canada	Le Parti Vert du Canada	Meijer	Jonathan		(819) 210-4085	08-Apr-2011	05:00:00
24020	Gatineau	Gatineau	Bloc Québécois	Bloc Québécois	Nadeau	Richard		(819) 243-7368	03-Apr-2011	12:15:00
24021	Hochelaga	Hochelaga	New Democratic Party	Nouveau Parti démocratique	Boutin-Sweet	Marjolaine		(514) 834-1673	30-Mar-2011	11:30:00
24021	Hochelaga	Hochelaga	Communist Party of Canada	Parti communiste du Canada	Breton Fontaine	Marianne		(438) 338-8890	08-Apr-2011	03:20:00
24021	Hochelaga	Hochelaga	Conservative Party of Canada	Parti conservateur du Canada	Castonguay	Audrey			08-Apr-2011	01:40:00
24021	Hochelaga	Hochelaga	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Dandenault	Christine		(514) 522-1373	02-Apr-2011	04:30:00
24021	Hochelaga	Hochelaga	Green Party of Canada	Le Parti Vert du Canada	Delgado Dihigo	Yaneisy		(514) 531-9246	11-Apr-2011	09:45:00
24021	Hochelaga	Hochelaga	Bloc Québécois	Bloc Québécois	Paillé	Daniel		(514) 373-3156	31-Mar-2011	01:00:00
24021	Hochelaga	Hochelaga	Rhinoceros Party	Parti Rhinocéros	Samson Veillette	Hugo			11-Apr-2011	10:30:00
24021	Hochelaga	Hochelaga	Liberal Party of Canada	Parti libéral du Canada	Thibodeau	Gilbert			05-Apr-2011	10:00:00
24022	Honoré-Mercier	Honoré-Mercier	New Democratic Party	Nouveau Parti démocratique	Ayala	Paulina		(514) 590-0036	08-Apr-2011	09:30:00
24022	Honoré-Mercier	Honoré-Mercier	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Bédard	Jean-Paul		(514) 522-1373	08-Apr-2011	08:20:00
24022	Honoré-Mercier	Honoré-Mercier	Green Party of Canada	Le Parti Vert du Canada	Bérard	Gaëtan		(514) 647-2608	06-Apr-2011	07:43:00
24022	Honoré-Mercier	Honoré-Mercier	Rhinoceros Party	Parti Rhinocéros	Chevrefils-Latulippe	Valery			11-Apr-2011	10:50:00
24022	Honoré-Mercier	Honoré-Mercier	Conservative Party of Canada	Parti conservateur du Canada	Labelle	Gérard		(514) 702-0369	08-Apr-2011	08:35:00
24022	Honoré-Mercier	Honoré-Mercier	Bloc Québécois	Bloc Québécois	Laroche	Martin		(514) 508-3301	04-Apr-2011	05:10:00
24022	Honoré-Mercier	Honoré-Mercier	Liberal Party of Canada	Parti libéral du Canada	Rodriguez	Pablo		(514) 447-3669	02-Apr-2011	04:50:00
24023	Hull--Aylmer	Hull--Aylmer	Conservative Party of Canada	Parti conservateur du Canada	Brassard-Fortin	Nancy		(819) 205-1163	05-Apr-2011	11:45:00
24023	Hull--Aylmer	Hull--Aylmer	Green Party of Canada	Le Parti Vert du Canada	Fleury	Roger		(819) 246-7610	06-Apr-2011	11:30:00
24023	Hull--Aylmer	Hull--Aylmer	Bloc Québécois	Bloc Québécois	Lemay	Dino		(819) 778-5050	04-Apr-2011	04:00:00
24023	Hull--Aylmer	Hull--Aylmer	Liberal Party of Canada	Parti libéral du Canada	Proulx	Marcel		(819) 775-5065	04-Apr-2011	12:45:00
24023	Hull--Aylmer	Hull--Aylmer	New Democratic Party	Nouveau Parti démocratique	Turmel	Nycole		(819) 778-1414	01-Apr-2011	03:00:00
24024	Jeanne-Le Ber	Jeanne-Le Ber	New Democratic Party	Nouveau Parti démocratique	Benskin	Tyrone		(514) 267-3150	02-Apr-2011	03:45:00
24024	Jeanne-Le Ber	Jeanne-Le Ber	Liberal Party of Canada	Parti libéral du Canada	Bruneau	Mark			05-Apr-2011	02:15:00
24024	Jeanne-Le Ber	Jeanne-Le Ber	Conservative Party of Canada	Parti conservateur du Canada	Lafontaine	Pierre		1 888 702-5247	10-Apr-2011	03:40:00
24024	Jeanne-Le Ber	Jeanne-Le Ber	Green Party of Canada	Le Parti Vert du Canada	Noël	Richard		(519) 500-3678	08-Apr-2011	10:45:00
24024	Jeanne-Le Ber	Jeanne-Le Ber	Bloc Québécois	Bloc Québécois	St-Cyr	Thierry		(514) 979-2562	31-Mar-2011	03:30:00
24024	Jeanne-Le Ber	Jeanne-Le Ber	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Studd	Eileen		(514) 522-1373	11-Apr-2011	09:20:00
24025	Joliette	Joliette	Liberal Party of Canada	Parti libéral du Canada	Boucher	François			09-Apr-2011	10:00:00
24025	Joliette	Joliette	Green Party of Canada	Le Parti Vert du Canada	Durette	Annie		(450) 889-8990	06-Apr-2011	02:30:00
24025	Joliette	Joliette	Conservative Party of Canada	Parti conservateur du Canada	Morand	Michel		(450) 759-4279	05-Apr-2011	09:40:00
24025	Joliette	Joliette	Bloc Québécois	Bloc Québécois	Paquette	Pierre A.			01-Apr-2011	02:15:00
24025	Joliette	Joliette	New Democratic Party	Nouveau Parti démocratique	Raynault	Francine			09-Apr-2011	11:00:00
24026	Jonquière--Alma	Jonquière--Alma	Green Party of Canada	Le Parti Vert du Canada	Bergeron	France		(418) 321-3965	06-Apr-2011	04:10:00
24026	Jonquière--Alma	Jonquière--Alma	Conservative Party of Canada	Parti conservateur du Canada	Blackburn	Jean-Pierre		(418) 547-2246	01-Apr-2011	07:18:00
24026	Jonquière--Alma	Jonquière--Alma	Bloc Québécois	Bloc Québécois	Forest	Pierre		(418) 512-0505	01-Apr-2011	12:35:00
24026	Jonquière--Alma	Jonquière--Alma	New Democratic Party	Nouveau Parti démocratique	Patry	Claude			01-Apr-2011	04:34:00
24026	Jonquière--Alma	Jonquière--Alma	Liberal Party of Canada	Parti libéral du Canada	Ringuette	Claude		(418) 542-8675	11-Apr-2011	12:53:00
24027	Lac-Saint-Louis	Lac-Saint-Louis	New Democratic Party	Nouveau Parti démocratique	Ackad	Alain		(514) 589-3628	05-Apr-2011	03:00:00
24027	Lac-Saint-Louis	Lac-Saint-Louis	Liberal Party of Canada	Parti libéral du Canada	Scarpaleggia	Francis		(514) 426-1664	31-Mar-2011	02:00:00
24027	Lac-Saint-Louis	Lac-Saint-Louis	Conservative Party of Canada	Parti conservateur du Canada	Smith	Larry		(514) 360-8683	08-Apr-2011	02:10:00
24027	Lac-Saint-Louis	Lac-Saint-Louis	Bloc Québécois	Bloc Québécois	Taillefer	Éric		(514) 373-3157	01-Apr-2011	06:10:00
24027	Lac-Saint-Louis	Lac-Saint-Louis	Green Party of Canada	Le Parti Vert du Canada	Tremblay	Bruno		(514) 918-8683	05-Apr-2011	05:30:00
24028	La Pointe-de-l'Île	La Pointe-de-l'Île	Bloc Québécois	Bloc Québécois	Beaudry	Ginette			31-Mar-2011	09:00:00
24028	La Pointe-de-l'Île	La Pointe-de-l'Île	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Brunelle	Claude		(514) 522-1373	09-Apr-2011	10:50:00
24028	La Pointe-de-l'Île	La Pointe-de-l'Île	Green Party of Canada	Le Parti Vert du Canada	Cox	David J.		(514) 645-6630	05-Apr-2011	05:00:00
24028	La Pointe-de-l'Île	La Pointe-de-l'Île	Conservative Party of Canada	Parti conservateur du Canada	Drolet	Mathieu		0	09-Apr-2011	09:30:00
24028	La Pointe-de-l'Île	La Pointe-de-l'Île	Liberal Party of Canada	Parti libéral du Canada	L. Coulombe	Olivier		(514) 808-9780	09-Apr-2011	10:40:00
24028	La Pointe-de-l'Île	La Pointe-de-l'Île	New Democratic Party	Nouveau Parti démocratique	Péclet	Ève		(514) 590-0036	07-Apr-2011	05:00:00
24029	LaSalle--Émard	LaSalle--Émard	Green Party of Canada	Le Parti Vert du Canada	Banville	Lorraine			10-Apr-2011	01:45:00
24029	LaSalle--Émard	LaSalle--Émard	Rhinoceros Party	Parti Rhinocéros	Berger-Richard	Guillaume			07-Apr-2011	04:30:00
24029	LaSalle--Émard	LaSalle--Émard	Bloc Québécois	Bloc Québécois	Dubois	Carl		(514) 373-3157	03-Apr-2011	12:55:00
24029	LaSalle--Émard	LaSalle--Émard	New Democratic Party	Nouveau Parti démocratique	LeBlanc	Hélène		(514) 963-2802	02-Apr-2011	03:15:00
24029	LaSalle--Émard	LaSalle--Émard	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Le Seigle	Yves		(514) 522-1373	07-Apr-2011	04:30:00
24029	LaSalle--Émard	LaSalle--Émard	Conservative Party of Canada	Parti conservateur du Canada	Yu	Chang-Tao Jimmy		(514) 564-9906	08-Apr-2011	08:20:00
24029	LaSalle--Émard	LaSalle--Émard	Liberal Party of Canada	Parti libéral du Canada	Zarac	Lise		(514) 365-8888	02-Apr-2011	01:00:00
24030	Laurentides--Labelle	Laurentides--Labelle	Green Party of Canada	Le Parti Vert du Canada	Beauchamp	François			06-Apr-2011	01:40:00
24030	Laurentides--Labelle	Laurentides--Labelle	Bloc Québécois	Bloc Québécois	Deschamps	Johanne		(819) 623-6688	03-Apr-2011	02:45:00
24030	Laurentides--Labelle	Laurentides--Labelle	Conservative Party of Canada	Parti conservateur du Canada	Joncas	Guy		(514) 865-3869	09-Apr-2011	02:00:00
24030	Laurentides--Labelle	Laurentides--Labelle	Liberal Party of Canada	Parti libéral du Canada	Lacoste	Jean-Marc		(450) 858-3330	06-Apr-2011	11:00:00
24030	Laurentides--Labelle	Laurentides--Labelle	New Democratic Party	Nouveau Parti démocratique	Morin	Marc-André			07-Apr-2011	03:10:00
24030	Laurentides--Labelle	Laurentides--Labelle	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	St-Louis	Mikaël			04-Apr-2011	12:50:00
24031	Laurier--Sainte-Marie	Laurier--Sainte-Marie	Green Party of Canada	Le Parti Vert du Canada	Adam	Olivier			10-Apr-2011	12:45:00
24031	Laurier--Sainte-Marie	Laurier--Sainte-Marie	Liberal Party of Canada	Parti libéral du Canada	Allard	Philippe		(438) 333-1278	01-Apr-2011	02:00:00
24031	Laurier--Sainte-Marie	Laurier--Sainte-Marie	Communist Party of Canada	Parti communiste du Canada	Archambault	Sylvain			08-Apr-2011	05:30:00
24031	Laurier--Sainte-Marie	Laurier--Sainte-Marie	Bloc Québécois	Bloc Québécois	Duceppe	Gilles			31-Mar-2011	03:30:00
24031	Laurier--Sainte-Marie	Laurier--Sainte-Marie	Rhinoceros Party	Parti Rhinocéros	Gourd	François Yo		(514) 849-5396	10-Apr-2011	03:00:00
24031	Laurier--Sainte-Marie	Laurier--Sainte-Marie	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Lachapelle	Serge		(514) 522-1373	06-Apr-2011	04:50:00
24031	Laurier--Sainte-Marie	Laurier--Sainte-Marie	Conservative Party of Canada	Parti conservateur du Canada	Langford	Charles K.		(514) 759-6655	09-Apr-2011	03:10:00
