Electoral District Number / No de circonscription	Electoral District Name	Nom de la circonscription	Political Affiliation	Appartenance politique	Candidate's Family Name / Nom de famille du candidat	Candidate's First Name / Prénom du candidat	 Candidate's Initial(s) / Initiale(s) du candidat	 Candidate's Campaign Office Telephone Number / Numéro de téléphone du bureau de campagne du candidat	Date of Receipt of Notification of Confirmation / Date de réception de l'avis de confirmation	Time of Receipt of Notification of Confirmation / Heure de réception de l'avis de confirmation
24006	Beauharnois--Salaberry	Beauharnois--Salaberry	Bloc Québécois	Bloc Québécois	Debellefeuille	Claude		(450) 377-5057	09-Sep-2008	08:00:00
24006	Beauharnois--Salaberry	Beauharnois--Salaberry	Liberal Party of Canada	Parti libéral du Canada	Lopez	Maria		(450) 247-0174	22-Sep-2008	12:53:00
24006	Beauharnois--Salaberry	Beauharnois--Salaberry	New Democratic Party	Nouveau Parti démocratique	Quach	Anne Minh Thu		(450) 370-0107	14-Sep-2008	03:45:00
24006	Beauharnois--Salaberry	Beauharnois--Salaberry	Green Party of Canada	Le Parti Vert du Canada	Smith	David		(450) 247-2185	12-Sep-2008	05:45:00
24007	Beauport--Limoilou	Beauport--Limoilou	New Democratic Party	Nouveau Parti démocratique	Beaudet	Simon-Pierre			18-Sep-2008	06:34:00
24007	Beauport--Limoilou	Beauport--Limoilou	Independent	Indépendant	Bédard	Simon		(514) 239-4689	22-Sep-2008	02:40:00
24007	Beauport--Limoilou	Beauport--Limoilou	Conservative Party of Canada	Parti conservateur du Canada	Boucher	Sylvie		(418) 667-0606	13-Sep-2008	11:45:00
24007	Beauport--Limoilou	Beauport--Limoilou	Green Party of Canada	Le Parti Vert du Canada	Côté	Luc			20-Sep-2008	01:36:00
24007	Beauport--Limoilou	Beauport--Limoilou	Bloc Québécois	Bloc Québécois	Mainguy	Éléonore		(418) 948-0615	18-Sep-2008	02:13:00
24007	Beauport--Limoilou	Beauport--Limoilou	Liberal Party of Canada	Parti libéral du Canada	Picard	Yves		(418) 614-4752	18-Sep-2008	02:15:00
24008	Berthier--Maskinongé	Berthier--Maskinongé	Bloc Québécois	Bloc Québécois	André	Guy		(819) 228-0844	12-Sep-2008	11:30:00
24008	Berthier--Maskinongé	Berthier--Maskinongé	New Democratic Party	Nouveau Parti démocratique	Chauvette	André		(450) 835-7799	21-Sep-2008	12:00:00
24008	Berthier--Maskinongé	Berthier--Maskinongé	Conservative Party of Canada	Parti conservateur du Canada	Godue	Marie-Claude		(819) 228-4442	12-Sep-2008	08:30:00
24008	Berthier--Maskinongé	Berthier--Maskinongé	Green Party of Canada	Le Parti Vert du Canada	Lefebvre	Denis		(819) 374-8535	22-Sep-2008	10:20:00
24008	Berthier--Maskinongé	Berthier--Maskinongé	Liberal Party of Canada	Parti libéral du Canada	Matteau	Jean-Luc		(450) 836-7066	19-Sep-2008	01:30:00
24009	Bourassa	Bourassa	Conservative Party of Canada	Parti conservateur du Canada	Allaire	Michelle		(514) 325-8491	12-Sep-2008	05:40:00
24009	Bourassa	Bourassa	Green Party of Canada	Le Parti Vert du Canada	Boucher	François			11-Sep-2008	08:00:00
24009	Bourassa	Bourassa	Liberal Party of Canada	Parti libéral du Canada	Coderre	Denis		(514) 328-1068	17-Sep-2008	04:20:00
24009	Bourassa	Bourassa	New Democratic Party	Nouveau Parti démocratique	Laouni	Samira		(514) 328-5830	14-Sep-2008	12:00:00
24009	Bourassa	Bourassa	Bloc Québécois	Bloc Québécois	Mailhot	Daniel			14-Sep-2008	12:40:00
24009	Bourassa	Bourassa	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Royer	Geneviève		(514) 522-1373	16-Sep-2008	01:34:00
24010	Brome--Missisquoi	Brome--Missisquoi	New Democratic Party	Nouveau Parti démocratique	Bogosta	Christelle		(450) 248-2584	16-Sep-2008	11:20:00
24010	Brome--Missisquoi	Brome--Missisquoi	Green Party of Canada	Le Parti Vert du Canada	Brassard	Pierre		(450) 266-7595	19-Sep-2008	11:40:00
24010	Brome--Missisquoi	Brome--Missisquoi	Independent	Indépendant	Marler	David		(450) 423-1326	13-Sep-2008	09:57:00
24010	Brome--Missisquoi	Brome--Missisquoi	Bloc Québécois	Bloc Québécois	Ouellet	Christian			12-Sep-2008	04:25:00
24010	Brome--Missisquoi	Brome--Missisquoi	Liberal Party of Canada	Parti libéral du Canada	Paradis	Denis		(450) 522-4151	16-Sep-2008	10:10:00
24010	Brome--Missisquoi	Brome--Missisquoi	Conservative Party of Canada	Parti conservateur du Canada	Quinlan	Mark		(450) 955-3005	12-Sep-2008	04:25:00
24011	Brossard--La Prairie	Brossard--La Prairie	Conservative Party of Canada	Parti conservateur du Canada	Brossard	Maurice		(514) 357-2186	13-Sep-2008	12:52:00
24011	Brossard--La Prairie	Brossard--La Prairie	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Chouinard	Normand		(514) 522-1373	19-Sep-2008	01:50:00
24011	Brossard--La Prairie	Brossard--La Prairie	Bloc Québécois	Bloc Québécois	Lussier	Marcel		(514) 667-5377	11-Sep-2008	02:08:00
24011	Brossard--La Prairie	Brossard--La Prairie	New Democratic Party	Nouveau Parti démocratique	Mai	Hoang		(450) 670-4044	18-Sep-2008	01:00:00
24011	Brossard--La Prairie	Brossard--La Prairie	Liberal Party of Canada	Parti libéral du Canada	Mendes	Alexandra		(450) 904-1959	18-Sep-2008	11:40:00
24011	Brossard--La Prairie	Brossard--La Prairie	Green Party of Canada	Le Parti Vert du Canada	Ziadé	Sonia			21-Sep-2008	01:30:00
24012	Chambly--Borduas	Chambly--Borduas	Green Party of Canada	Le Parti Vert du Canada	Adam	Olivier		(514) 990-2326	22-Sep-2008	10:00:00
24012	Chambly--Borduas	Chambly--Borduas	Liberal Party of Canada	Parti libéral du Canada	Arsenault	Gabriel		(450) 446-6077	21-Sep-2008	01:00:00
24012	Chambly--Borduas	Chambly--Borduas	Conservative Party of Canada	Parti conservateur du Canada	Chartrand	Suzanne			14-Sep-2008	01:45:00
24012	Chambly--Borduas	Chambly--Borduas	New Democratic Party	Nouveau Parti démocratique	Gélinas	Serge			18-Sep-2008	10:45:00
24012	Chambly--Borduas	Chambly--Borduas	Bloc Québécois	Bloc Québécois	Lessard	Yves		(519) 461-1562	14-Sep-2008	12:15:00
24013	Charlesbourg--Haute-Saint-Charles	Charlesbourg--Haute-Saint-Charles	Green Party of Canada	Le Parti Vert du Canada	Bédard	François		(418) 644-1500	19-Sep-2008	08:30:00
24013	Charlesbourg--Haute-Saint-Charles	Charlesbourg--Haute-Saint-Charles	Bloc Québécois	Bloc Québécois	Courteau	Denis		(418) 907-1705	13-Sep-2008	03:25:00
24013	Charlesbourg--Haute-Saint-Charles	Charlesbourg--Haute-Saint-Charles	New Democratic Party	Nouveau Parti démocratique	Day	Anne-Marie		(418) 614-4741	13-Sep-2008	03:40:00
24013	Charlesbourg--Haute-Saint-Charles	Charlesbourg--Haute-Saint-Charles	Liberal Party of Canada	Parti libéral du Canada	Legros	Denise		(418) 380-5550	19-Sep-2008	08:25:00
24013	Charlesbourg--Haute-Saint-Charles	Charlesbourg--Haute-Saint-Charles	Conservative Party of Canada	Parti conservateur du Canada	Petit	Daniel		(418) 623-8030	13-Sep-2008	03:35:00
24014	Montmorency--Charlevoix--Haute-Côte-Nord	Montmorency--Charlevoix--Haute-Côte-Nord	Liberal Party of Canada	Parti libéral du Canada	Gauthier	Robert		(418) 452-8101	18-Sep-2008	02:15:00
24014	Montmorency--Charlevoix--Haute-Côte-Nord	Montmorency--Charlevoix--Haute-Côte-Nord	Bloc Québécois	Bloc Québécois	Guimond	Michel		(418) 666-3220	12-Sep-2008	06:00:00
24014	Montmorency--Charlevoix--Haute-Côte-Nord	Montmorency--Charlevoix--Haute-Côte-Nord	Green Party of Canada	Le Parti Vert du Canada	Legros	Jacques		(418) 829-9888	19-Sep-2008	11:55:00
24014	Montmorency--Charlevoix--Haute-Côte-Nord	Montmorency--Charlevoix--Haute-Côte-Nord	Conservative Party of Canada	Parti conservateur du Canada	Tremblay	Guy-Léonard		(418) 827-6650	12-Sep-2008	02:00:00
24014	Montmorency--Charlevoix--Haute-Côte-Nord	Montmorency--Charlevoix--Haute-Côte-Nord	New Democratic Party	Nouveau Parti démocratique	Tremblay	Jonathan			19-Sep-2008	05:40:00
24015	Châteauguay--Saint-Constant	Châteauguay--Saint-Constant	Bloc Québécois	Bloc Québécois	Freeman	Carole			13-Sep-2008	09:00:00
24015	Châteauguay--Saint-Constant	Châteauguay--Saint-Constant	New Democratic Party	Nouveau Parti démocratique	Jurado	Sonia		(514) 590-0036	17-Sep-2008	02:46:00
24015	Châteauguay--Saint-Constant	Châteauguay--Saint-Constant	Conservative Party of Canada	Parti conservateur du Canada	Routhier	Pierre-Paul			12-Sep-2008	04:30:00
24015	Châteauguay--Saint-Constant	Châteauguay--Saint-Constant	Green Party of Canada	Le Parti Vert du Canada	Sarwer-Foner	Brian		(514) 844-8383	21-Sep-2008	03:45:00
24015	Châteauguay--Saint-Constant	Châteauguay--Saint-Constant	Liberal Party of Canada	Parti libéral du Canada	Schwey	Linda		(450) 201-1282	21-Sep-2008	03:10:00
24016	Chicoutimi--Le Fjord	Chicoutimi--Le Fjord	Bloc Québécois	Bloc Québécois	Bouchard	Robert			10-Sep-2008	04:10:00
24016	Chicoutimi--Le Fjord	Chicoutimi--Le Fjord	New Democratic Party	Nouveau Parti démocratique	Girard	Stéphane			18-Sep-2008	06:15:00
24016	Chicoutimi--Le Fjord	Chicoutimi--Le Fjord	Conservative Party of Canada	Parti conservateur du Canada	Maltais	Jean-Guy			16-Sep-2008	11:33:00
24016	Chicoutimi--Le Fjord	Chicoutimi--Le Fjord	Liberal Party of Canada	Parti libéral du Canada	Pettersen	Marc			11-Sep-2008	05:15:00
24016	Chicoutimi--Le Fjord	Chicoutimi--Le Fjord	Green Party of Canada	Le Parti Vert du Canada	Veilleux	Jean-François		(418) 602-3253	22-Sep-2008	01:00:00
24017	Compton--Stanstead	Compton--Stanstead	Bloc Québécois	Bloc Québécois	Bonsant	France			12-Sep-2008	09:53:00
24017	Compton--Stanstead	Compton--Stanstead	Green Party of Canada	Le Parti Vert du Canada	Caldwell	Gary		(819) 849-2000	19-Sep-2008	04:00:00
24017	Compton--Stanstead	Compton--Stanstead	Conservative Party of Canada	Parti conservateur du Canada	Gagné	Michel		(819) 822-2280	12-Sep-2008	01:58:00
24017	Compton--Stanstead	Compton--Stanstead	Liberal Party of Canada	Parti libéral du Canada	Hogg	William		(819) 345-0596	20-Sep-2008	09:09:00
24017	Compton--Stanstead	Compton--Stanstead	New Democratic Party	Nouveau Parti démocratique	Rousseau	Jean		(819) 846-6481	18-Sep-2008	11:14:00
24018	Drummond	Drummond	New Democratic Party	Nouveau Parti démocratique	Corriveau	Annick			12-Sep-2008	04:00:00
24018	Drummond	Drummond	Liberal Party of Canada	Parti libéral du Canada	Courchesne	Jean			13-Sep-2008	05:45:00
24018	Drummond	Drummond	Green Party of Canada	Le Parti Vert du Canada	Gagnon	Réginald		(450) 646-2666	23-Sep-2008	11:55:00
24018	Drummond	Drummond	Conservative Party of Canada	Parti conservateur du Canada	Komlosy	André		(819) 472-2777	11-Sep-2008	04:00:00
24018	Drummond	Drummond	Bloc Québécois	Bloc Québécois	Pomerleau	Roger			15-Sep-2008	09:30:00
24019	Gaspésie--Îles-de-la-Madeleine	Gaspésie--Îles-de-la-Madeleine	Bloc Québécois	Bloc Québécois	Blais	Raynald		(418) 689-6753	18-Sep-2008	09:20:00
24019	Gaspésie--Îles-de-la-Madeleine	Gaspésie--Îles-de-la-Madeleine	Liberal Party of Canada	Parti libéral du Canada	Gauvreau	Denis		(418) 732-4850	23-Sep-2008	03:15:00
24019	Gaspésie--Îles-de-la-Madeleine	Gaspésie--Îles-de-la-Madeleine	Conservative Party of Canada	Parti conservateur du Canada	Gray	Darryl		(418) 364-6047	16-Sep-2008	11:20:00
24019	Gaspésie--Îles-de-la-Madeleine	Gaspésie--Îles-de-la-Madeleine	New Democratic Party	Nouveau Parti démocratique	Langlais	Gaston			19-Sep-2008	09:00:00
24019	Gaspésie--Îles-de-la-Madeleine	Gaspésie--Îles-de-la-Madeleine	Green Party of Canada	Le Parti Vert du Canada	Leblanc	Julien			24-Sep-2008	10:50:00
24020	Gatineau	Gatineau	New Democratic Party	Nouveau Parti démocratique	Boivin	Françoise		(819) 243-4233	17-Sep-2008	12:10:00
24020	Gatineau	Gatineau	Green Party of Canada	Le Parti Vert du Canada	Inglis	David		(819) 210-4085	20-Sep-2008	06:10:00
24020	Gatineau	Gatineau	Bloc Québécois	Bloc Québécois	Nadeau	Richard		(819) 243-2616	14-Sep-2008	12:10:00
24020	Gatineau	Gatineau	Liberal Party of Canada	Parti libéral du Canada	Simard	Michel		(819) 243-1233	19-Sep-2008	12:28:00
24020	Gatineau	Gatineau	Conservative Party of Canada	Parti conservateur du Canada	Tassé	Denis			13-Sep-2008	05:35:00
24021	Hochelaga	Hochelaga	Communist Party of Canada	Parti communiste du Canada	Breton Fontaine	Marianne		(514) 899-0038	21-Sep-2008	12:50:00
24021	Hochelaga	Hochelaga	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Dandenault	Christine		(514) 522-1373	18-Sep-2008	12:20:00
24021	Hochelaga	Hochelaga	Liberal Party of Canada	Parti libéral du Canada	Dicaire	Diane		(514) 303-8223	19-Sep-2008	11:15:00
24021	Hochelaga	Hochelaga	Conservative Party of Canada	Parti conservateur du Canada	Labbé	Luc		(514) 523-8484	13-Sep-2008	05:40:00
24021	Hochelaga	Hochelaga	neorhino.ca	neorhino.ca	Landry	Simon		(514) 598-0792	21-Sep-2008	12:30:00
24021	Hochelaga	Hochelaga	Green Party of Canada	Le Parti Vert du Canada	Larochelle	Philippe		(514) 866-3003	19-Sep-2008	11:30:00
24021	Hochelaga	Hochelaga	Marijuana Party	Parti Marijuana	Longley	Blair T.		(514) 223-8517	18-Sep-2008	11:00:00
24021	Hochelaga	Hochelaga	Bloc Québécois	Bloc Québécois	Ménard	Réal			12-Sep-2008	11:00:00
24021	Hochelaga	Hochelaga	New Democratic Party	Nouveau Parti démocratique	Rocheleau	Jean-Claude		(514) 254-5002	17-Sep-2008	03:30:00
24022	Honoré-Mercier	Honoré-Mercier	Conservative Party of Canada	Parti conservateur du Canada	Alfaro	Rodrigo		(514) 312-4402	11-Sep-2008	05:40:00
24022	Honoré-Mercier	Honoré-Mercier	Green Party of Canada	Le Parti Vert du Canada	Bérard	Gaëtan		(514) 494-2608	20-Sep-2008	12:54:00
24022	Honoré-Mercier	Honoré-Mercier	Bloc Québécois	Bloc Québécois	Labelle	Gérard		(514) 373-2478	18-Sep-2008	06:33:00
24022	Honoré-Mercier	Honoré-Mercier	New Democratic Party	Nouveau Parti démocratique	Pilon	François			17-Sep-2008	10:10:00
24022	Honoré-Mercier	Honoré-Mercier	Liberal Party of Canada	Parti libéral du Canada	Rodriguez	Pablo			10-Sep-2008	07:53:00
24023	Hull--Aylmer	Hull--Aylmer	Bloc Québécois	Bloc Québécois	Déry	Raphaël		(819) 205-0640	09-Sep-2008	09:10:00
24023	Hull--Aylmer	Hull--Aylmer	New Democratic Party	Nouveau Parti démocratique	Ducasse	Pierre			11-Sep-2008	11:30:00
24023	Hull--Aylmer	Hull--Aylmer	Conservative Party of Canada	Parti conservateur du Canada	Fréchette	Paul		(819) 918-7788	11-Sep-2008	12:00:00
24023	Hull--Aylmer	Hull--Aylmer	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Girard-Bernier	Gabriel			20-Sep-2008	12:00:00
24023	Hull--Aylmer	Hull--Aylmer	Green Party of Canada	Le Parti Vert du Canada	Pouyot	Frédéric			15-Sep-2008	03:30:00
24023	Hull--Aylmer	Hull--Aylmer	Liberal Party of Canada	Parti libéral du Canada	Proulx	Marcel		(819) 778-0104	12-Sep-2008	06:30:00
24024	Jeanne-Le Ber	Jeanne-Le Ber	Conservative Party of Canada	Parti conservateur du Canada	Beaudin	Daniel			19-Sep-2008	04:46:00
24024	Jeanne-Le Ber	Jeanne-Le Ber	New Democratic Party	Nouveau Parti démocratique	Breton	Daniel		(514) 766-1447	12-Sep-2008	03:45:00
24024	Jeanne-Le Ber	Jeanne-Le Ber	Liberal Party of Canada	Parti libéral du Canada	Feuillette	Christian P.			19-Sep-2008	03:40:00
24024	Jeanne-Le Ber	Jeanne-Le Ber	Independent	Indépendant	Gray	Darryl		(438) 880-0380	23-Sep-2008	10:05:00
24024	Jeanne-Le Ber	Jeanne-Le Ber	Green Party of Canada	Le Parti Vert du Canada	Sansoucy	Véronik			18-Sep-2008	03:00:00
24024	Jeanne-Le Ber	Jeanne-Le Ber	Bloc Québécois	Bloc Québécois	St-Cyr	Thierry		(514) 979-2562	18-Sep-2008	03:45:00
24025	Joliette	Joliette	Green Party of Canada	Le Parti Vert du Canada	Durette	Annie		(450) 889-1300	20-Sep-2008	09:30:00
24025	Joliette	Joliette	Conservative Party of Canada	Parti conservateur du Canada	Lavallée	Sylvie		(450) 960-8068	12-Sep-2008	03:15:00
24025	Joliette	Joliette	Bloc Québécois	Bloc Québécois	Paquette	Pierre		(450) 752-1121	10-Sep-2008	08:22:00
24025	Joliette	Joliette	New Democratic Party	Nouveau Parti démocratique	Raynault	Francine		(450) 754-1438	19-Sep-2008	07:25:00
24025	Joliette	Joliette	Liberal Party of Canada	Parti libéral du Canada	St-Onge	Suzie		(450) 758-7601	20-Sep-2008	05:00:00
24026	Jonquière--Alma	Jonquière--Alma	Conservative Party of Canada	Parti conservateur du Canada	Blackburn	Jean-Pierre		(418) 695-8656	12-Sep-2008	07:55:00
24026	Jonquière--Alma	Jonquière--Alma	Bloc Québécois	Bloc Québécois	Bouchard	Chantale		(418) 695-5116	15-Sep-2008	01:50:00
24026	Jonquière--Alma	Jonquière--Alma	Liberal Party of Canada	Parti libéral du Canada	Dupéré	Marc		(418) 547-9242	19-Sep-2008	02:30:00
24026	Jonquière--Alma	Jonquière--Alma	New Democratic Party	Nouveau Parti démocratique	Paradis	Jean-François		(514) 590-0036	19-Sep-2008	09:00:00
24027	Lac-Saint-Louis	Lac-Saint-Louis	Bloc Québécois	Bloc Québécois	Clément	Maxime		(514) 933-5868	17-Sep-2008	05:00:00
24027	Lac-Saint-Louis	Lac-Saint-Louis	Green Party of Canada	Le Parti Vert du Canada	Graham	Peter		(514) 434-7336	13-Sep-2008	05:50:00
24027	Lac-Saint-Louis	Lac-Saint-Louis	Conservative Party of Canada	Parti conservateur du Canada	Paine	Andrea		(514) 788-2188	13-Sep-2008	05:55:00
24027	Lac-Saint-Louis	Lac-Saint-Louis	New Democratic Party	Nouveau Parti démocratique	Quinn	Daniel		(514) 674-1630	12-Sep-2008	09:00:00
24027	Lac-Saint-Louis	Lac-Saint-Louis	Liberal Party of Canada	Parti libéral du Canada	Scarpaleggia	Francis		(514) 695-4556	12-Sep-2008	07:00:00
24028	La Pointe-de-l'Île	La Pointe-de-l'Île	neorhino.ca	neorhino.ca	Benoit	Ben 97		(514) 352-7233	21-Sep-2008	02:00:00
24028	La Pointe-de-l'Île	La Pointe-de-l'Île	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Brunelle	Claude		(514) 522-1373	17-Sep-2008	07:15:00
24028	La Pointe-de-l'Île	La Pointe-de-l'Île	Green Party of Canada	Le Parti Vert du Canada	Cundari	Domita		(514) 381-9674	22-Sep-2008	12:30:00
24028	La Pointe-de-l'Île	La Pointe-de-l'Île	Bloc Québécois	Bloc Québécois	Lalonde	Francine		(514) 645-0101	10-Sep-2008	05:00:00
24028	La Pointe-de-l'Île	La Pointe-de-l'Île	New Democratic Party	Nouveau Parti démocratique	Maguire	Isabelle		(514) 590-0036	17-Sep-2008	06:00:00
24028	La Pointe-de-l'Île	La Pointe-de-l'Île	Conservative Party of Canada	Parti conservateur du Canada	Pichet	Hubert		(514) 316-4438	19-Sep-2008	06:00:00
24028	La Pointe-de-l'Île	La Pointe-de-l'Île	Liberal Party of Canada	Parti libéral du Canada	Sarr	Oumy		(514) 544-5940	19-Sep-2008	07:00:00
24029	LaSalle--Émard	LaSalle--Émard	New Democratic Party	Nouveau Parti démocratique	Darwish	Amy		0	18-Sep-2008	11:30:00
24029	LaSalle--Émard	LaSalle--Émard	Conservative Party of Canada	Parti conservateur du Canada	Guay-Pepper	Béatrice			13-Sep-2008	12:00:00
24029	LaSalle--Émard	LaSalle--Émard	Bloc Québécois	Bloc Québécois	Isaya	Frédéric			17-Sep-2008	11:45:00
24029	LaSalle--Émard	LaSalle--Émard	Independent	Indépendant	Kaluzny	Antoine		(514) 366-2009	17-Sep-2008	12:00:00
24029	LaSalle--Émard	LaSalle--Émard	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Le Seigle	Yves			20-Sep-2008	11:45:00
24029	LaSalle--Émard	LaSalle--Émard	Green Party of Canada	Le Parti Vert du Canada	Vitelli	Kristina		(514) 951-4746	22-Sep-2008	04:35:00
24029	LaSalle--Émard	LaSalle--Émard	Liberal Party of Canada	Parti libéral du Canada	Zarac	Lise			18-Sep-2008	01:45:00
24030	Laurentides--Labelle	Laurentides--Labelle	Bloc Québécois	Bloc Québécois	Deschamps	Johanne		(819) 623-1098	11-Sep-2008	11:13:00
24030	Laurentides--Labelle	Laurentides--Labelle	New Democratic Party	Nouveau Parti démocratique	Dupras	David		(819) 425-3204	18-Sep-2008	05:30:00
24030	Laurentides--Labelle	Laurentides--Labelle	Liberal Party of Canada	Parti libéral du Canada	Gfeller	Pierre		(819) 421-3794	11-Sep-2008	12:00:00
24030	Laurentides--Labelle	Laurentides--Labelle	Conservative Party of Canada	Parti conservateur du Canada	Joncas	Guy		(450) 229-0551	17-Sep-2008	05:00:00
24030	Laurentides--Labelle	Laurentides--Labelle	Green Party of Canada	Le Parti Vert du Canada	Rigal	Jacques		(819) 322-2667	19-Sep-2008	06:15:00
24031	Laurier--Sainte-Marie	Laurier--Sainte-Marie	Liberal Party of Canada	Parti libéral du Canada	Caron	Sébastien		(514) 381-8888	15-Sep-2008	02:36:00
24031	Laurier--Sainte-Marie	Laurier--Sainte-Marie	Bloc Québécois	Bloc Québécois	Duceppe	Gilles		(514) 526-7550	12-Sep-2008	04:42:00
24031	Laurier--Sainte-Marie	Laurier--Sainte-Marie	neorhino.ca	neorhino.ca	Gourd	François Yo		(514) 849-5396	19-Sep-2008	12:15:00
24031	Laurier--Sainte-Marie	Laurier--Sainte-Marie	New Democratic Party	Nouveau Parti démocratique	Grégoire	François		(514) 845-4992	17-Sep-2008	05:46:00
24031	Laurier--Sainte-Marie	Laurier--Sainte-Marie	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Lachapelle	Serge		(514) 522-1373	16-Sep-2008	06:05:00
