Electoral District Number / No. de circonscription	Electoral District Name	Nom de la circonscription	Political Affiliation	Appartenance politique	Candidate's Family Name / Nom de famille du candidat	Candidate's First Name / Prénom du candidat	Candidate's Initial / Initiale du candidat	Confirmation Date / Date de confirmation
35068	Parkdale--High Park	Parkdale--High Park	N.D.P.	N.P.D.	Nash	Peggy		31/05/2004 13:38:00
35069	Parry Sound--Muskoka	Parry Sound--Muskoka	Liberal	Libéral	Mitchell	Andy		29/05/2004 14:38:00
35069	Parry Sound--Muskoka	Parry Sound--Muskoka	Conservative	conservateur	Montgomery	Keith		31/05/2004 11:45:00
35069	Parry Sound--Muskoka	Parry Sound--Muskoka	Green Party	Parti Vert	Hodgson	Glen		3/6/04 15:52
35069	Parry Sound--Muskoka	Parry Sound--Muskoka	N.D.P.	N.P.D.	Boulding	Jo-Anne	Marie	1/6/04 14:03
35070	Perth--Wellington	Perth--Wellington	Liberal	Libéral	Innes	Brian		28/05/2004 13:50:00
35070	Perth--Wellington	Perth--Wellington	Green Party	Parti Vert	Cowling	John		3/6/04 10:30
35070	Perth--Wellington	Perth--Wellington	Christian Heritage Party	Parti de l'Héritage Chrétien	Devries	Irma	Nicolette	28/05/2004 13:50:00
35070	Perth--Wellington	Perth--Wellington	Conservative	conservateur	Schellenberger	Gary	Ralph	31/05/2004 14:30:00
35070	Perth--Wellington	Perth--Wellington	N.D.P.	N.P.D.	Roth	Robert		28/05/2004 13:50:00
35071	Peterborough	Peterborough	Liberal	Libéral	Adams	Peter		29/05/2004 14:05:00
35071	Peterborough	Peterborough	Green Party	Parti Vert	Wood	Brent		4/6/04 10:50
35071	Peterborough	Peterborough	Conservative	conservateur	Jackson	James		29/05/2004 13:35:00
35071	Peterborough	Peterborough	N.D.P.	N.P.D.	Slavin	Linda		1/6/04 16:30
35072	Pickering--Scarborough East	Pickering--Scarborough-Est	Liberal	Libéral	McTeague	Dan		7/6/04 10:55
35072	Pickering--Scarborough East	Pickering--Scarborough-Est	Conservative	conservateur	Dobson	Tim		5/6/04 10:45
35072	Pickering--Scarborough East	Pickering--Scarborough-Est	Green Party	Parti Vert	Pollesel	Matthew		1/6/04 13:17
35072	Pickering--Scarborough East	Pickering--Scarborough-Est	N.D.P.	N.P.D.	Dale	Gary		30/05/2004 15:00:00
35073	Prince Edward--Hastings	Prince Edward--Hastings	Liberal	Libéral	Knutson	Bruce		2/6/04 14:00
35073	Prince Edward--Hastings	Prince Edward--Hastings	N.D.P.	N.P.D.	Douglas	Dan		2/6/04 17:30
35073	Prince Edward--Hastings	Prince Edward--Hastings	Independent	Indépendant	Sahadat	Joseph		2/6/04 10:00
35073	Prince Edward--Hastings	Prince Edward--Hastings	Green Party	Parti Vert	Lawson	Tom		29/05/2004 16:30:00
35073	Prince Edward--Hastings	Prince Edward--Hastings	Conservative	conservateur	Kramp	Daryl		4/6/04 12:10
35074	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	Liberal	Libéral	Jamieson	Rob		7/6/04 11:45
35074	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	Green Party	Parti Vert	McLeod	Gordon	S	5/6/04 11:30
35074	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	Conservative	conservateur	Gallant	Cheryl		28/05/2004 12:15:00
35074	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	Marijuana Party	Parti Marijuana	Sambey	Stanley		5/6/04 10:30
35074	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	N.D.P.	N.P.D.	McSheffrey	Sue		4/6/04 9:35
35075	Richmond Hill	Richmond Hill	Liberal	Libéral	Wilfert	Bryon		2/6/04 14:13
35075	Richmond Hill	Richmond Hill	PC Party	Parti PC	Lam	Ellena		4/6/04 13:57
35075	Richmond Hill	Richmond Hill	Conservative	conservateur	Merrifield	Pete		7/6/04 15:00
35075	Richmond Hill	Richmond Hill	Green Party	Parti Vert	Rudkins	Tim		3/6/04 13:17
35075	Richmond Hill	Richmond Hill	N.D.P.	N.P.D.	Cotrupi	C. Nella		2/6/04 14:07
35076	St. Catharines	St. Catharines	Liberal	Libéral	Lastewka	Walt		28/05/2004 19:40:00
35076	St. Catharines	St. Catharines	Marxist-Leninist	Marxiste-Léniniste	Couto	Elaine		31/05/2004 11:45:00
35076	St. Catharines	St. Catharines	Conservative	conservateur	Bonomi	Leo		29/05/2004 16:00:00
35076	St. Catharines	St. Catharines	Christian Heritage Party	Parti de l'Héritage Chrétien	Klassen	Linda		2/6/04 16:07
35076	St. Catharines	St. Catharines	N.D.P.	N.P.D.	Mouradian	Ted		30/05/2004 12:45:00
35076	St. Catharines	St. Catharines	Green Party	Parti Vert	Fannon	Jim		6/6/04 13:45
35076	St. Catharines	St. Catharines	Canadian Action	Action canadienne	Paxton	Jane	Elizabeth	3/6/04 16:00
35077	St. Paul's	St. Paul's	Liberal	Libéral	Bennett	Carolyn		27/05/2004 18:00:00
35077	St. Paul's	St. Paul's	Conservative	conservateur	Cline	Barry		28/05/2004 12:10:00
35077	St. Paul's	St. Paul's	N.D.P.	N.P.D.	Tobias	Norman		2/6/04 12:02
35077	St. Paul's	St. Paul's	Green Party	Parti Vert	Elgie	Peter		4/6/04 18:14
35078	Sarnia--Lambton	Sarnia--Lambton	Liberal	Libéral	Gallaway	Roger		2/6/04 10:22
35078	Sarnia--Lambton	Sarnia--Lambton	Independent	Indépendant	Elliott	John		7/6/04 17:07
35078	Sarnia--Lambton	Sarnia--Lambton	Conservative	conservateur	Beaubien	Marcel		31/05/2004 14:21:00
35078	Sarnia--Lambton	Sarnia--Lambton	Christian Heritage Party	Parti de l'Héritage Chrétien	De Boer	Gary		27/05/2004 14:20:00
35078	Sarnia--Lambton	Sarnia--Lambton	Independent	Indépendant	Core	Dave		28/05/2004 18:10:00
35078	Sarnia--Lambton	Sarnia--Lambton	Green Party	Parti Vert	Cramer	Anthony		4/6/04 12:49
35078	Sarnia--Lambton	Sarnia--Lambton	N.D.P.	N.P.D.	Agar	Greg		4/6/04 12:46
35079	Sault Ste. Marie	Sault Ste. Marie	Liberal	Libéral	Provenzano	Carmen		4/6/04 15:32
35079	Sault Ste. Marie	Sault Ste. Marie	Conservative	conservateur	Ross	Cameron		4/6/04 15:45
35079	Sault Ste. Marie	Sault Ste. Marie	Marxist-Leninist	Marxiste-Léniniste	Taffarel	Mike		3/6/04 16:30
35079	Sault Ste. Marie	Sault Ste. Marie	Green Party	Parti Vert	Emmerson	Julie		5/6/04 10:15
35079	Sault Ste. Marie	Sault Ste. Marie	N.D.P.	N.P.D.	Martin	Tony		1/6/04 9:45
35080	Scarborough--Agincourt	Scarborough--Agincourt	Liberal	Libéral	Karygiannis	Jim		5/6/04 11:50
35080	Scarborough--Agincourt	Scarborough--Agincourt	PC Party	Parti PC	Karadimas	Tony	J.	3/6/04 17:30
35080	Scarborough--Agincourt	Scarborough--Agincourt	Conservative	conservateur	Faust	Andrew		5/6/04 11:25
35080	Scarborough--Agincourt	Scarborough--Agincourt	Green Party	Parti Vert	Yeechong	Wayne		6/6/04 13:15
35080	Scarborough--Agincourt	Scarborough--Agincourt	N.D.P.	N.P.D.	Palmer	D'Arcy		4/6/04 14:15
35081	Scarborough Centre	Scarborough-Centre	Liberal	Libéral	Cannis	John		4/6/04 15:00
35081	Scarborough Centre	Scarborough-Centre	N.D.P.	N.P.D.	Gogan	Greg		1/6/04 13:35
35081	Scarborough Centre	Scarborough-Centre	Conservative	conservateur	Mihtis	John		5/6/04 11:25
35081	Scarborough Centre	Scarborough-Centre	Communist	Communiste	Sauras	Dorothy		6/6/04 12:10
35081	Scarborough Centre	Scarborough-Centre	Green Party	Parti Vert	Bonser	Greg		6/6/04 15:50
35082	Scarborough--Guildwood	Scarborough--Guildwood	Liberal	Libéral	McKay	John		1/6/04 14:30
35082	Scarborough--Guildwood	Scarborough--Guildwood	Conservative	conservateur	Varesh	Tom		31/05/2004 09:35:00
35082	Scarborough--Guildwood	Scarborough--Guildwood	Canadian Action	Action canadienne	Thompson	Brenda		5/6/04 13:35
35082	Scarborough--Guildwood	Scarborough--Guildwood	Green Party	Parti Vert	Charbonneau	Paul		7/6/04 12:15
35082	Scarborough--Guildwood	Scarborough--Guildwood	N.D.P.	N.P.D.	White	Sheila		2/6/04 9:30
35083	Scarborough--Rouge River	Scarborough--Rouge River	Liberal	Libéral	Lee	Derek		29/05/2004 15:15:00
35083	Scarborough--Rouge River	Scarborough--Rouge River	Conservative	conservateur	Backhurst	Tony		2/6/04 19:40
35083	Scarborough--Rouge River	Scarborough--Rouge River	Independent	Indépendant	Cho	Raymond		30/05/2004 15:00:00
35083	Scarborough--Rouge River	Scarborough--Rouge River	Green Party	Parti Vert	Holloway	Kathryn		4/6/04 18:40
35083	Scarborough--Rouge River	Scarborough--Rouge River	N.D.P.	N.P.D.	Khan	Fauzia		2/6/04 22:30
35084	Scarborough Southwest	Scarborough-Sud-Ouest	Liberal	Libéral	Wappel	Tom		5/6/04 15:15
35084	Scarborough Southwest	Scarborough-Sud-Ouest	N.D.P.	N.P.D.	Harris	Dan		1/6/04 14:39
35084	Scarborough Southwest	Scarborough-Sud-Ouest	Green Party	Parti Vert	Van Dalen	Peter		7/6/04 13:02
35084	Scarborough Southwest	Scarborough-Sud-Ouest	Communist	Communiste	Rowley	Elizabeth		7/6/04 12:45
35084	Scarborough Southwest	Scarborough-Sud-Ouest	Conservative	conservateur	Jewell	Heather		31/05/2004 19:15:00
35085	Simcoe--Grey	Simcoe--Grey	Liberal	Libéral	Bonwick	Paul		4/6/04 13:48
35085	Simcoe--Grey	Simcoe--Grey	N.D.P.	N.P.D.	Mackinnon	Colin		2/6/04 16:13
35085	Simcoe--Grey	Simcoe--Grey	Christian Heritage Party	Parti de l'Héritage Chrétien	Vander Zaag	Peter		29/05/2004 13:24:00
35085	Simcoe--Grey	Simcoe--Grey	Conservative	conservateur	Guergis	Helena		28/05/2004 19:44:00
35085	Simcoe--Grey	Simcoe--Grey	Green Party	Parti Vert	Ellis	Peter		2/6/04 12:49
35086	Simcoe North	Simcoe-Nord	Liberal	Libéral	DeVillers	Paul		3/6/04 16:00
35086	Simcoe North	Simcoe-Nord	N.D.P.	N.P.D.	Hill	Jen		4/6/04 8:00
35086	Simcoe North	Simcoe-Nord	Conservative	conservateur	Stock	Peter		5/6/04 7:30
35086	Simcoe North	Simcoe-Nord	Christian Heritage Party	Parti de l'Héritage Chrétien	Kooger	Adrian		2/6/04 20:00
35086	Simcoe North	Simcoe-Nord	Canadian Action	Action canadienne	Woods	Ian		7/6/04 13:55
35086	Simcoe North	Simcoe-Nord	Green Party	Parti Vert	Kirby	Mary Lou		4/6/04 7:00
35087	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	Liberal	Libéral	Kilger	Bob		31/05/2004 08:18:00
35087	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	Conservative	conservateur	Lauzon	Guy		2/6/04 20:30
35087	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	Green Party	Parti Vert	Manley	Tom		2/6/04 14:15
35087	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	N.D.P.	N.P.D.	MacDonald	Elaine		1/6/04 11:00
35088	Sudbury	Sudbury	Liberal	Libéral	Marleau	Diane		28/05/2004 14:58:00
35088	Sudbury	Sudbury	Marxist-Leninist	Marxiste-Léniniste	Starbuck	Dave		4/6/04 12:31
35088	Sudbury	Sudbury	Conservative	conservateur	Butcher	Stephen	L.	28/05/2004 18:55:00
35088	Sudbury	Sudbury	Green Party	Parti Vert	Norton	Luke		7/6/04 9:02
35088	Sudbury	Sudbury	N.D.P.	N.P.D.	McIntaggart	Gerry		29/05/2004 14:45:00
35089	Thornhill	Thornhill	Liberal	Libéral	Kadis	Susan		1/6/04 8:35
35089	Thornhill	Thornhill	Conservative	conservateur	Cooper	Josh		29/05/2004 11:40:00
35089	Thornhill	Thornhill	Independent	Indépendant	Iron	Simion		7/6/04 12:30
35089	Thornhill	Thornhill	Independent	Indépendant	Fitzerman	Benjamin		7/6/04 14:18
35089	Thornhill	Thornhill	Green Party	Parti Vert	Helferty	Lloyd		2/6/04 12:43
35089	Thornhill	Thornhill	N.D.P.	N.P.D.	Morelli	Rick		2/6/04 19:50
35090	Thunder Bay--Rainy River	Thunder Bay--Rainy River	Liberal	Libéral	Boshcoff	Ken		2/6/04 16:00
35090	Thunder Bay--Rainy River	Thunder Bay--Rainy River	Conservative	conservateur	Leskowski	David		30/05/2004 10:00:00
35090	Thunder Bay--Rainy River	Thunder Bay--Rainy River	Christian Heritage Party	Parti de l'Héritage Chrétien	Scheibler	Johannes		2/6/04 9:30
35090	Thunder Bay--Rainy River	Thunder Bay--Rainy River	Marijuana Party	Parti Marijuana	Thompson	Doug		2/6/04 9:00
35090	Thunder Bay--Rainy River	Thunder Bay--Rainy River	Green Party	Parti Vert	Aegard	Russ		5/6/04 16:10
35090	Thunder Bay--Rainy River	Thunder Bay--Rainy River	N.D.P.	N.P.D.	Rafferty	John		2/6/04 9:30
35091	Thunder Bay--Superior North	Thunder Bay--Superior-Nord	Liberal	Libéral	Comuzzi	Joe		7/6/04 15:00
35091	Thunder Bay--Superior North	Thunder Bay--Superior-Nord	Conservative	conservateur	Sarafin	Bev		3/6/04 16:00
35091	Thunder Bay--Superior North	Thunder Bay--Superior-Nord	N.D.P.	N.P.D.	Hyer	Bruce		1/6/04 18:20
35091	Thunder Bay--Superior North	Thunder Bay--Superior-Nord	Marijuana Party	Parti Marijuana	Carrière	Denis	A.	28/05/2004 11:05:00
35091	Thunder Bay--Superior North	Thunder Bay--Superior-Nord	Green Party	Parti Vert	Rose	Carl		31/05/2004 11:00:00
35092	Timmins--James Bay	Timmins--Baie James	Liberal	Libéral	Chénier	Raymond		2/6/04 13:40
35092	Timmins--James Bay	Timmins--Baie James	Green Party	Parti Vert	Kriss	Marsha	Gail	4/6/04 15:45
35092	Timmins--James Bay	Timmins--Baie James	N.D.P.	N.P.D.	Angus	Charlie		1/6/04 10:15
35092	Timmins--James Bay	Timmins--Baie James	Conservative	conservateur	Van Oosten	Andrew		29/05/2004 13:05:00
35093	Toronto Centre	Toronto-Centre	Liberal	Libéral	Graham	Bill		3/6/04 13:15
35093	Toronto Centre	Toronto-Centre	N.D.P.	N.P.D.	Shapcott	Michael		1/6/04 10:50
35093	Toronto Centre	Toronto-Centre	Marxist-Leninist	Marxiste-Léniniste	Fernandez	Philip		1/6/04 14:15
35093	Toronto Centre	Toronto-Centre	Canadian Action	Action canadienne	Peck	Kevin		7/6/04 16:15
35093	Toronto Centre	Toronto-Centre	Conservative	conservateur	Harris	Megan		4/6/04 16:00
35093	Toronto Centre	Toronto-Centre	Marijuana Party	Parti Marijuana	Wagner	Jay		7/6/04 13:55
35093	Toronto Centre	Toronto-Centre	Communist	Communiste	Goldstick	Dan		29/05/2004 15:15:00
35093	Toronto Centre	Toronto-Centre	Green Party	Parti Vert	Draven	Gabriel		4/6/04 12:20
35094	Toronto--Danforth	Toronto--Danforth	Liberal	Libéral	Mills	Dennis		28/05/2004 12:47:00
35094	Toronto--Danforth	Toronto--Danforth	N.D.P.	N.P.D.	Layton	Jack		31/05/2004 10:05:00
35094	Toronto--Danforth	Toronto--Danforth	Conservative	conservateur	Cuddy	Loftus		4/6/04 17:00
35094	Toronto--Danforth	Toronto--Danforth	Marijuana Party	Parti Marijuana	Yee	Scott		3/6/04 19:00
35094	Toronto--Danforth	Toronto--Danforth	Marxist-Leninist	Marxiste-Léniniste	Rodden	Marcell		31/05/2004 19:55:00
35094	Toronto--Danforth	Toronto--Danforth	Green Party	Parti Vert	Harris	Jim		2/6/04 21:00
35095	Trinity--Spadina	Trinity--Spadina	Liberal	Libéral	Ianno	Tony		29/05/2004 15:15:00
35095	Trinity--Spadina	Trinity--Spadina	Conservative	conservateur	Watters	David		5/6/04 17:00
35095	Trinity--Spadina	Trinity--Spadina	PC Party	Parti PC	Hossain	Asif		4/6/04 9:10
35095	Trinity--Spadina	Trinity--Spadina	Marxist-Leninist	Marxiste-Léniniste	Lin	Nick		2/6/04 21:00
35095	Trinity--Spadina	Trinity--Spadina	No Affiliation	Aucune appartenance	Knezetic	Daniel		7/6/04 13:25
35095	Trinity--Spadina	Trinity--Spadina	Canadian Action	Action canadienne	Downe-Dewdney	Tristan Alexander		4/6/04 11:15
35095	Trinity--Spadina	Trinity--Spadina	Green Party	Parti Vert	Viitala	Mark		4/6/04 17:53
35095	Trinity--Spadina	Trinity--Spadina	N.D.P.	N.P.D.	Chow	Olivia		29/05/2004 14:40:00
35096	Vaughan	Vaughan	Liberal	Libéral	Bevilacqua	Maurizio		28/05/2004 14:05:00
35096	Vaughan	Vaughan	Libertarian	Libertarien	Fabrizio	Paolo		9/6/04 12:55
35096	Vaughan	Vaughan	Conservative	conservateur	Spina	Joe		3/6/04 18:00
35096	Vaughan	Vaughan	Canadian Action	Action canadienne	Aolari	Walter		3/6/04 15:25
35096	Vaughan	Vaughan	Green Party	Parti Vert	Korus	Russell		5/6/04 15:20
35096	Vaughan	Vaughan	N.D.P.	N.P.D.	Beckles	Octavia		3/6/04 11:30
35097	Welland	Welland	Liberal	Libéral	Maloney	John		2/6/04 12:40
35097	Welland	Welland	Marxist-Leninist	Marxiste-Léniniste	Walker	Ron		1/6/04 10:25
35097	Welland	Welland	N.D.P.	N.P.D.	Di Bartolomeo	Jody		6/6/04 13:25
35097	Welland	Welland	Green Party	Parti Vert	McLaughlin	Ryan		7/6/04 12:15
35097	Welland	Welland	Christian Heritage Party	Parti de l'Héritage Chrétien	Ruiter	Irma	D.	6/6/04 15:35
35097	Welland	Welland	Conservative	conservateur	Grunstein	Mel		7/6/04 9:50
35098	Wellington--Halton Hills	Wellington--Halton Hills	Liberal	Libéral	Hood	Bruce		6/6/04 22:00
35098	Wellington--Halton Hills	Wellington--Halton Hills	Green Party	Parti Vert	Bouteiller	Brent		3/6/04 22:30
35098	Wellington--Halton Hills	Wellington--Halton Hills	Christian Heritage Party	Parti de l'Héritage Chrétien	Woode	Pat		1/6/04 12:30
35098	Wellington--Halton Hills	Wellington--Halton Hills	N.D.P.	N.P.D.	Duignan	Noel		2/6/04 9:22
35098	Wellington--Halton Hills	Wellington--Halton Hills	Conservative	conservateur	Chong	Mike		2/6/04 10:07
35099	Whitby--Oshawa	Whitby--Oshawa	Liberal	Libéral	Longfield	Judi		1/6/04 14:15
35099	Whitby--Oshawa	Whitby--Oshawa	Green Party	Parti Vert	MacDonald	Michael		6/6/04 15:40
35099	Whitby--Oshawa	Whitby--Oshawa	Conservative	conservateur	MacNeil	Ian		31/05/2004 13:30:00
35099	Whitby--Oshawa	Whitby--Oshawa	N.D.P.	N.P.D.	Sadem-Thompson	Maret		1/6/04 8:10
35100	Willowdale	Willowdale	Liberal	Libéral	Peterson	Jim		4/6/04 15:11
35100	Willowdale	Willowdale	PC Party	Parti PC	Behrouzi	Ardavan		7/6/04 16:00
35100	Willowdale	Willowdale	Conservative	conservateur	Boseovski	Jovan		31/05/2004 17:15:00
35100	Willowdale	Willowdale	Independent	Indépendant	Michael	Bernadette		6/6/04 18:00
35100	Willowdale	Willowdale	Green Party	Parti Vert	Vettese	Sharolyn		31/05/2004 06:24:00
35100	Willowdale	Willowdale	N.D.P.	N.P.D.	Bobb	Yvonne		2/6/04 17:37
35101	Windsor--Tecumseh	Windsor--Tecumseh	Liberal	Libéral	Limoges	Rick		31/05/2004 09:46:00
35101	Windsor--Tecumseh	Windsor--Tecumseh	Conservative	conservateur	Fuschi	Rick		1/6/04 9:13
35101	Windsor--Tecumseh	Windsor--Tecumseh	Marxist-Leninist	Marxiste-Léniniste	Chesnik	Laura		2/6/04 17:46
35101	Windsor--Tecumseh	Windsor--Tecumseh	N.D.P.	N.P.D.	Comartin	Joe		31/05/2004 13:00:00
35101	Windsor--Tecumseh	Windsor--Tecumseh	Green Party	Parti Vert	Powles	Élizabeth		4/6/04 10:37
35102	Windsor West	Windsor-Ouest	Liberal	Libéral	Pollock	Richard		30/05/2004 15:53:00
35102	Windsor West	Windsor-Ouest	Conservative	conservateur	Katz	Jordan		1/6/04 13:26
35102	Windsor West	Windsor-Ouest	N.D.P.	N.P.D.	Masse	Brian		31/05/2004 18:59:00
35102	Windsor West	Windsor-Ouest	Marxist-Leninist	Marxiste-Léniniste	Villamizar	Enver		31/05/2004 15:34:00
35102	Windsor West	Windsor-Ouest	Green Party	Parti Vert	Spring	Rob		1/6/04 19:05
35103	York Centre	York-Centre	Liberal	Libéral	Dryden	Ken		2/6/04 7:00
35103	York Centre	York-Centre	N.D.P.	N.P.D.	Flaherty	Peter		1/6/04 7:46
35103	York Centre	York-Centre	Independent	Indépendant	Royz	Max		5/6/04 19:20
35103	York Centre	York-Centre	Conservative	conservateur	Mostyn	Michael		3/6/04 19:20
35103	York Centre	York-Centre	Green Party	Parti Vert	Kritsonis	Constantine		4/6/04 19:10
35104	York--Simcoe	York--Simcoe	Liberal	Libéral	Wilson	Kate		4/6/04 19:50
35104	York--Simcoe	York--Simcoe	PC Party	Parti PC	Sircelj	Stephen		8/6/04 9:50
35104	York--Simcoe	York--Simcoe	Conservative	conservateur	Van Loan	Peter		4/6/04 13:35
35104	York--Simcoe	York--Simcoe	Christian Heritage Party	Parti de l'Héritage Chrétien	Gunn	Vicki		8/6/04 8:05
35104	York--Simcoe	York--Simcoe	Green Party	Parti Vert	Burrows	Bob		6/6/04 15:30
35104	York--Simcoe	York--Simcoe	N.D.P.	N.P.D.	Gerl	Sylvia		3/6/04 17:15
35105	York South--Weston	York-Sud--Weston	Liberal	Libéral	Tonks	Alan		4/6/04 10:55
35105	York South--Weston	York-Sud--Weston	Conservative	conservateur	Halicki	Stephen		3/6/04 13:31
35105	York South--Weston	York-Sud--Weston	Communist	Communiste	Hawley	Shirley		2/6/04 19:50
35105	York South--Weston	York-Sud--Weston	Green Party	Parti Vert	Fracassi	Jessica		2/6/04 16:40
35105	York South--Weston	York-Sud--Weston	N.D.P.	N.P.D.	Ferreira	Paul		3/6/04 10:35
35106	York West	York-Ouest	Liberal	Libéral	Sgro	Judy		4/6/04 9:00
35106	York West	York-Ouest	Christian Heritage Party	Parti de l'Héritage Chrétien	Grubb	Joseph		3/6/04 13:00
35106	York West	York-Ouest	Conservative	conservateur	Soobrian	Leslie		7/6/04 16:00
35106	York West	York-Ouest	Green Party	Parti Vert	McKellar	Tim		4/6/04 14:30
35106	York West	York-Ouest	N.D.P.	N.P.D.	Romano Anthony	Sandra		3/6/04 15:00
46001	Brandon--Souris	Brandon--Souris	Liberal	Libéral	Downing	Murray		1/6/04 12:25
46001	Brandon--Souris	Brandon--Souris	Communist	Communiste	Gallagher	Lisa		4/6/04 16:55
46001	Brandon--Souris	Brandon--Souris	Conservative	conservateur	Tweed	Merv		28/05/2004 12:10:00
46001	Brandon--Souris	Brandon--Souris	Christian Heritage Party	Parti de l'Héritage Chrétien	Atkins	Colin		31/05/2004 19:45:00
46001	Brandon--Souris	Brandon--Souris	Green Party	Parti Vert	Kattenburg	David		28/05/2004 20:40:00
46001	Brandon--Souris	Brandon--Souris	N.D.P.	N.P.D.	Abbey	Mike		1/6/04 17:25
46002	Charleswood--St. James	Charleswood--St. James	Liberal	Libéral	Murray	Glen		1/6/04 17:00
46002	Charleswood--St. James	Charleswood--St. James	Conservative	conservateur	Fletcher	Steven	John	28/05/2004 09:00:00
46002	Charleswood--St. James	Charleswood--St. James	Marijuana Party	Parti Marijuana	Zupansky	Dan		7/6/04 12:05
46002	Charleswood--St. James	Charleswood--St. James	Communist	Communiste	Alas	Beatriz		5/6/04 14:00
46002	Charleswood--St. James	Charleswood--St. James	Green Party	Parti Vert	Basham	Andrew		1/6/04 15:00
46002	Charleswood--St. James	Charleswood--St. James	N.D.P.	N.P.D.	Carney	Peter		1/6/04 12:40
46003	Churchill	Churchill	Liberal	Libéral	Evans	Ron		31/05/2004 19:24:00
46003	Churchill	Churchill	N.D.P.	N.P.D.	Desjarlais	Bev		1/6/04 9:30
46003	Churchill	Churchill	Conservative	conservateur	Archer	Bill		30/05/2004 11:30:00
46003	Churchill	Churchill	Green Party	Parti Vert	Nickarz	C. David		1/6/04 21:10
46004	Dauphin--Swan River	Dauphin--Swan River	Liberal	Libéral	Dewar	Don		30/05/2004 10:00:00
46004	Dauphin--Swan River	Dauphin--Swan River	Conservative	conservateur	Mark	Inky		3/6/04 19:58
46004	Dauphin--Swan River	Dauphin--Swan River	Christian Heritage Party	Parti de l'Héritage Chrétien	Andres	David	C.	7/6/04 14:04
46004	Dauphin--Swan River	Dauphin--Swan River	N.D.P.	N.P.D.	Kolisnyk	Walter		31/05/2004 20:00:00
46004	Dauphin--Swan River	Dauphin--Swan River	Green Party	Parti Vert	Clubb	Lindy		8/6/04 10:24
46005	Elmwood--Transcona	Elmwood--Transcona	Liberal	Libéral	Parks	Tanya		2/6/04 17:37
46005	Elmwood--Transcona	Elmwood--Transcona	Marijuana Party	Parti Marijuana	Whittaker	Gavin		6/6/04 15:40
46005	Elmwood--Transcona	Elmwood--Transcona	Conservative	conservateur	McLeod	Bryan		2/6/04 18:30
46005	Elmwood--Transcona	Elmwood--Transcona	Christian Heritage Party	Parti de l'Héritage Chrétien	Scott	Robert		4/6/04 19:55
46005	Elmwood--Transcona	Elmwood--Transcona	Communist	Communiste	Sidon	Paul		5/6/04 17:05
46005	Elmwood--Transcona	Elmwood--Transcona	Green Party	Parti Vert	Gair	Elijah		5/6/04 14:25
46005	Elmwood--Transcona	Elmwood--Transcona	N.D.P.	N.P.D.	Blaikie	Bill		2/6/04 19:30
46006	Kildonan--St. Paul	Kildonan--St. Paul	Liberal	Libéral	Duguid	Terry		27/05/2004 20:45:00
46006	Kildonan--St. Paul	Kildonan--St. Paul	Conservative	conservateur	Smith	Joy		28/05/2004 16:35:00
46006	Kildonan--St. Paul	Kildonan--St. Paul	Christian Heritage Party	Parti de l'Héritage Chrétien	Reimer	Katharine		4/6/04 11:30
46006	Kildonan--St. Paul	Kildonan--St. Paul	Marijuana Party	Parti Marijuana	Whittaker	Rebecca 		4/6/04 21:00
46006	Kildonan--St. Paul	Kildonan--St. Paul	Green Party	Parti Vert	Giesbrecht	Jacob		29/05/2004 17:15:00
46006	Kildonan--St. Paul	Kildonan--St. Paul	N.D.P.	N.P.D.	Mahoney	Lorene		1/6/04 10:15
46007	Portage--Lisgar	Portage--Lisgar	Liberal	Libéral	Kuhl	Don		2/6/04 13:00
46007	Portage--Lisgar	Portage--Lisgar	N.D.P.	N.P.D.	Van Den Bussche	Daren		1/6/04 20:07
46007	Portage--Lisgar	Portage--Lisgar	Conservative	conservateur	Pallister	Brian		30/05/2004 09:45:00
46007	Portage--Lisgar	Portage--Lisgar	Green Party	Parti Vert	Payette	Marc		3/6/04 8:54
46007	Portage--Lisgar	Portage--Lisgar	Christian Heritage Party	Parti de l'Héritage Chrétien	Reimer	David		2/6/04 21:08
46007	Portage--Lisgar	Portage--Lisgar	Communist	Communiste	Cucksey	Allister		4/6/04 8:10
46008	Provencher	Provencher	Liberal	Libéral	Epp	Peter		3/6/04 17:10
46008	Provencher	Provencher	Conservative	conservateur	Toews	Vic		1/6/04 20:15
46008	Provencher	Provencher	N.D.P.	N.P.D.	Zaharia	Sarah		1/6/04 20:45
46008	Provencher	Provencher	Green Party	Parti Vert	Gibson	Janine	G.	3/6/04 13:00
46009	Saint Boniface	Saint-Boniface	Liberal	Libéral	Simard	Raymond		28/05/2004 15:30:00
46009	Saint Boniface	Saint-Boniface	N.D.P.	N.P.D.	Allard	Mathieu		29/05/2004 17:10:00
46009	Saint Boniface	Saint-Boniface	Conservative	conservateur	Cooper	Ken		1/6/04 16:00
